,index,school,early,mid,major
4147,22,University of Nevada-Las Vegas,57100,84800,health-science
4148,23,Kutztown University of Pennsylvania,52700,84800,health-science
4149,24,Montana State University,54900,84700,health-science
4150,0,Oklahoma Wesleyan University,55900,84700,health-science
4151,1,Keuka College,62300,84700,health-science
4152,2,Central Washington University,58100,84600,health-science
4153,3,Clemson University,56900,84600,health-science
4154,4,CUNY Brooklyn College,52000,84500,health-science
4155,5,Oakland University,57100,84500,health-science
4156,6,Benedictine University,58500,84500,health-science
4157,7,University of Arizona,53200,84500,health-science
4158,8,University of Cincinnati-Main Campus,55200,84400,health-science
4159,9,Gustavus Adolphus College,50000,84400,health-science
4160,10,McKendree University,55200,84300,health-science
4161,11,Georgia State University,55100,84300,health-science
4162,12,Belmont University,55300,84300,health-science
4163,13,Dakota State University,54100,84200,health-science
4164,14,Carlow University,59200,84200,health-science
4165,15,Northern Illinois University,52500,84200,health-science
4166,16,Georgia Southwestern State University,57200,84200,health-science
4167,17,Inter American University of Puerto Rico-Metro,55700,84100,health-science
4168,18,University of Tulsa,56000,84100,health-science
4169,19,University of Mississippi,51200,84100,health-science
4170,20,Eastern Mennonite University,59000,84000,health-science
4171,21,University of Houston-Clear Lake,51100,84000,health-science
4172,22,Delta State University,54700,84000,health-science
4173,23,Texas State University,52200,83900,health-science
4174,24,Mount Saint Joseph University,58400,83900,health-science
4175,0,Chicago State University,55200,83900,health-science
4176,1,Texas Tech University,53700,83900,health-science
4177,2,Bellarmine University,55500,83800,health-science
4178,3,Coppin State University,56100,83800,health-science
4179,4,Elon University,53800,83800,health-science
4180,5,Dallas Baptist University,52000,83800,health-science
4181,6,Western Washington University,50600,83800,health-science
4182,7,Indiana State University,56300,83700,health-science
4183,8,Grand Valley State University,52800,83700,health-science
4184,9,Wright State University-Main Campus,54200,83700,health-science
4185,10,DeSales University,57500,83700,health-science
4186,11,Mount Mary University,57000,83700,health-science
4187,12,Southern Adventist University,55100,83700,health-science
4188,13,Cardinal Stritch University,55500,83500,health-science
4189,14,Jacksonville State University,57700,83500,health-science
4190,15,Southern University and A & M College,57900,83500,health-science
4191,16,University of Maryland-Baltimore County,55500,83500,health-science
4192,17,Augsburg University,54900,83500,health-science
4193,18,University of Utah,51700,83500,health-science
4194,19,Colorado State University-Fort Collins,50300,83400,health-science
4195,20,York College of Pennsylvania,56800,83300,health-science
4196,21,California State University-Los Angeles,53100,83300,health-science
4197,22,Abilene Christian University,54700,83100,health-science
4198,23,Saint Francis Medical Center College of Nursing,59600,83000,health-science
4199,24,Briar Cliff University,56300,83000,health-science
4200,0,Grambling State University,55800,83000,health-science
4201,1,Nicholls State University,56200,83000,health-science
4202,2,Mississippi College,54400,82900,health-science
4203,3,University of South Carolina-Upstate,54800,82900,health-science
4204,4,The University of Montana,46000,82800,health-science
4205,5,Troy University,54500,82800,health-science
4206,6,University of Alabama at Birmingham,52900,82700,health-science
4207,7,Nazareth College,57000,82700,health-science
4208,8,Otterbein University,54200,82700,health-science
4209,9,University of Arkansas for Medical Sciences,58800,82600,health-science
4210,10,Pittsburg State University,53800,82600,health-science
4211,11,University of Wisconsin-Milwaukee,56400,82600,health-science
4212,12,Roberts Wesleyan College,60800,82500,health-science
4213,13,Fayetteville State University,51800,82500,health-science
4214,14,SUNY Polytechnic Institute,51900,82500,health-science
4215,15,University of Toledo,51500,82500,health-science
4216,16,Stephen F Austin State University,52800,82500,health-science
4217,17,University of Missouri-Columbia,52500,82400,health-science
4218,18,Winston-Salem State University,55400,82400,health-science
4219,19,West Chester University of Pennsylvania,54300,82400,health-science
4220,20,Southern Connecticut State University,54700,82300,health-science
4221,21,St Petersburg College,57400,82300,health-science
4222,22,University of Baltimore,52200,82300,health-science
4223,23,Minnesota State University-Mankato,55300,82300,health-science
4224,24,St. Joseph's College-New York,49200,82300,health-science
4225,0,Campbell University,48400,82300,health-science
4226,1,Minot State University,55900,82300,health-science
4227,2,Lakeview College of Nursing,59900,82300,health-science
4228,3,University of Saint Francis-Fort Wayne,53800,82200,health-science
4229,4,Indiana University-Purdue University-Indianapolis,53700,82200,health-science
4230,5,Kennesaw State University,55000,82100,health-science
4231,6,Tennessee Technological University,50800,82100,health-science
4232,7,University of South Florida,49800,82100,health-science
4233,8,Clarkson College,56400,82000,health-science
4234,9,University of Northern Colorado,55500,81900,health-science
4235,10,University of West Georgia,55300,81900,health-science
4236,11,University of Maine,51900,81900,health-science
4237,12,William Carey University,55500,81800,health-science
4238,13,Harding University,52300,81700,health-science
4239,14,North Carolina State University at Raleigh,50600,81700,health-science
4240,15,Maryville University of Saint Louis,54100,81600,health-science
4241,16,Midland University,52900,81600,health-science
4242,17,University of South Dakota,51400,81600,health-science
4243,18,Wilmington University,53900,81600,health-science
4244,19,Alvernia University,53400,81500,health-science
4245,20,Lenoir-Rhyne University,54400,81500,health-science
4246,21,California Baptist University,53600,81500,health-science
4247,22,Georgia College & State University,52000,81500,health-science
4248,23,Dillard University,54600,81500,health-science
4249,24,Cleveland State University,52000,81400,health-science
4250,0,Mount Mercy University,57000,81400,health-science
4251,1,Eastern Michigan University,51100,81300,health-science
4252,2,East Central University,52600,81300,health-science
4253,3,Pacific University,48600,81300,health-science
4254,4,University of Louisiana at Lafayette,50900,81200,health-science
4255,5,Eastern New Mexico University-Main Campus,52500,81200,health-science
4256,6,Franklin University,50500,81200,health-science
4257,7,Misericordia University,56400,81200,health-science
4258,8,Concordia University-Wisconsin,54100,81200,health-science
4259,9,Clayton State University,54900,81100,health-science
4260,10,Goshen College,52800,81100,health-science
4261,11,Northwestern State University of Louisiana,55500,81000,health-science
4262,12,Eastern Kentucky University,54300,80900,health-science
4263,13,Sam Houston State University,48500,80900,health-science
4264,14,Weber State University,57400,80800,health-science
4265,15,The University of Texas at San Antonio,46300,80800,health-science
4266,16,Western Michigan University,50200,80800,health-science
4267,17,McNeese State University,54400,80800,health-science
