,index,school,early,mid,major
932,7,Kean University,62000,115600,computer-science
933,8,Minnesota State University-Mankato,68100,115500,computer-science
934,9,Lock Haven University,60500,115500,computer-science
935,10,Carroll University,59800,115500,computer-science
936,11,Bridgewater State University,66900,115400,computer-science
937,12,University of North Alabama,65300,115200,computer-science
938,13,University of Central Florida,66700,115200,computer-science
939,14,The University of Texas at Tyler,61300,115000,computer-science
940,15,University of Mary Hardin-Baylor,60800,114900,computer-science
941,16,University of Houston-Downtown,66200,114900,computer-science
942,17,University of New Orleans,69000,114800,computer-science
943,18,The University of Tampa,59700,114800,computer-science
944,19,Indiana University of Pennsylvania-Main Campus,58300,114400,computer-science
945,20,Slippery Rock University of Pennsylvania,60900,114200,computer-science
946,21,Shippensburg University of Pennsylvania,68100,114200,computer-science
947,22,University of North Carolina at Greensboro,62200,114200,computer-science
948,23,University of Northern Iowa,63700,114200,computer-science
949,24,Rollins College,62700,114200,computer-science
950,0,Clarion University of Pennsylvania,60800,114100,computer-science
951,1,Murray State University,66000,114100,computer-science
952,2,Northeastern Illinois University,68500,114100,computer-science
953,3,Saint Leo University,60700,114100,computer-science
954,4,Hawaii Pacific University,63900,114000,computer-science
955,5,Angelo State University,60300,113900,computer-science
956,6,University of Central Oklahoma,65800,113900,computer-science
957,7,University of Mount Union,59900,113900,computer-science
958,8,SUNY College at Oswego,67100,113800,computer-science
959,9,Western Connecticut State University,66000,113800,computer-science
960,10,University of Alabama at Birmingham,59000,113800,computer-science
961,11,Arcadia University,66500,113700,computer-science
962,12,Howard University,71200,113700,computer-science
963,13,Jacksonville State University,61200,113700,computer-science
964,14,Grand Valley State University,63900,113600,computer-science
965,15,Elizabethtown College,64100,113500,computer-science
966,16,Brigham Young University-Hawaii,62200,113400,computer-science
967,17,Bloomfield College,61700,113400,computer-science
968,18,Liberty University,67000,113300,computer-science
969,19,Western New England University,65400,113300,computer-science
970,20,California University of Pennsylvania,58900,113200,computer-science
971,21,Graceland University-Lamoni,63200,113200,computer-science
972,22,Fitchburg State University,58200,113100,computer-science
973,23,University of North Carolina at Asheville,59600,112900,computer-science
974,24,Wichita State University,64400,112900,computer-science
975,0,Oakland University,63400,112800,computer-science
976,1,Louisiana State University-Shreveport,60000,112700,computer-science
977,2,Eastern Illinois University,59500,112700,computer-science
978,3,Azusa Pacific University,66400,112700,computer-science
979,4,The University of Tennessee-Chattanooga,60000,112600,computer-science
980,5,The University of Findlay,59900,112600,computer-science
981,6,Western Governors University,64200,112500,computer-science
982,7,Virginia Commonwealth University,67500,112500,computer-science
983,8,University of Toledo,58800,112500,computer-science
984,9,Texas Southern University,62200,112400,computer-science
985,10,Central Michigan University,65300,112400,computer-science
986,11,Eastern Michigan University,60300,112300,computer-science
987,12,University of Wisconsin-Milwaukee,63800,112100,computer-science
988,13,South Dakota School of Mines and Technology,72400,111900,computer-science
989,14,Park University,64000,111900,computer-science
990,15,George Fox University,64700,111800,computer-science
991,16,Mississippi State University,63900,111700,computer-science
992,17,Texas A & M University-Corpus Christi,64000,111600,computer-science
993,18,Boise State University,72600,111600,computer-science
994,19,California State University-Dominguez Hills,64400,111500,computer-science
995,20,Peirce College,58700,111500,computer-science
996,21,University of Alaska Anchorage,65000,111400,computer-science
997,22,Southern Oregon University,61000,111400,computer-science
998,23,High Point University,59100,111400,computer-science
999,24,Valdosta State University,63200,111300,computer-science
1000,0,University of Houston-Victoria,60400,111200,computer-science
1001,1,Charleston Southern University,66700,111200,computer-science
1002,2,Tarleton State University,58300,111100,computer-science
1003,3,Johnson & Wales University-Providence,60600,111100,computer-science
1004,4,Bowling Green State University-Main Campus,65900,111100,computer-science
1005,5,SUNY at Fredonia,60400,111100,computer-science
1006,6,New Mexico State University-Main Campus,58600,111100,computer-science
1007,7,The University of Texas at El Paso,59200,110900,computer-science
1008,8,Freed-Hardeman University,61600,110700,computer-science
1009,9,West Texas A & M University,57900,110600,computer-science
1010,10,Baker College,59900,110600,computer-science
1011,11,Champlain College,65900,110200,computer-science
1012,12,Point Park University,62100,110100,computer-science
1013,13,Cleveland State University,61800,110100,computer-science
1014,14,East Carolina University,65200,110100,computer-science
1015,15,University of South Alabama,65000,109800,computer-science
1016,16,Albright College,64200,109700,computer-science
1017,17,Governors State University,61800,109700,computer-science
1018,18,East Tennessee State University,62400,109600,computer-science
1019,19,Louisiana Tech University,60200,109600,computer-science
1020,20,University of Akron Main Campus,62400,109300,computer-science
1021,21,Western Carolina University,59300,109300,computer-science
1022,22,Austin Peay State University,62300,109100,computer-science
1023,23,Franklin University,58000,109100,computer-science
1024,24,Florida Agricultural and Mechanical University,68800,109100,computer-science
1025,0,University of Southern Maine,63900,108900,computer-science
1026,1,Emporia State University,63500,108900,computer-science
1027,2,Arkansas Tech University,60300,108900,computer-science
1028,3,Georgia College & State University,65400,108700,computer-science
1029,4,Walsh College,63000,108500,computer-science
1030,5,Clayton State University,60000,108500,computer-science
1031,6,Iona College,59100,108300,computer-science
1032,7,Southeast Missouri State University,56500,108200,computer-science
1033,8,Nicholls State University,53200,108200,computer-science
1034,9,Southwestern College (Kansas),57800,108100,computer-science
1035,10,Florida Southern College,64000,108100,computer-science
1036,11,Canisius College,57500,108000,computer-science
1037,12,Indiana State University,57000,107700,computer-science
1038,13,Purdue University Fort Wayne,58900,107700,computer-science
1039,14,SUNY Polytechnic Institute,63400,107600,computer-science
1040,15,Troy University,61500,107500,computer-science
1041,16,SUNY Empire State College,59600,107500,computer-science
1042,17,University of Michigan-Flint,61200,107400,computer-science
1043,18,Baldwin Wallace University,62000,107100,computer-science
1044,19,University of Nebraska at Kearney,54800,107100,computer-science
1045,20,Indiana University-South Bend,57300,107000,computer-science
1046,21,Utah Valley University,64800,106900,computer-science
1047,22,Robert Morris University,56200,106900,computer-science
1048,23,East Central University,61900,106900,computer-science
1049,24,Cameron University,55300,106800,computer-science
1050,0,Tulane University of Louisiana,66000,106800,computer-science
1051,1,University of Hartford,62700,106700,computer-science
1052,2,Athens State University,61300,106700,computer-science
1053,3,Southern Utah University,60800,106500,computer-science
1054,4,Northern Michigan University,63600,106400,computer-science
1055,5,Westfield State University,58500,106200,computer-science
1056,6,East Stroudsburg University of Pennsylvania,64900,106200,computer-science
1057,7,University of Wisconsin-Stevens Point,59100,106200,computer-science
1058,8,Minot State University,60700,106100,computer-science
1059,9,Cardinal Stritch University,55800,106000,computer-science
1060,10,Trevecca Nazarene University,65200,105900,computer-science
1061,11,Massachusetts College of Liberal Arts,56000,105800,computer-science
1062,12,Southern Adventist University,59900,105700,computer-science
1063,13,Colorado Mesa University,61600,105700,computer-science
1064,14,Youngstown State University,56400,105600,computer-science
1065,15,University of Baltimore,63300,105600,computer-science
1066,16,Eastern Kentucky University,59100,105500,computer-science
1067,17,The University of Tennessee-Martin,62000,105400,computer-science
1068,18,Southern New Hampshire University,62400,105300,computer-science
1069,19,Utica College,60200,105100,computer-science
1070,20,The University of Texas Rio Grande Valley,57900,105000,computer-science
1071,21,University of Puerto Rico-Rio Piedras,54900,105000,computer-science
1072,22,Wayland Baptist University,63900,104900,computer-science
1073,23,Jackson State University,55400,104700,computer-science
1074,24,Morehead State University,56600,104300,computer-science
1075,0,Ferris State University,56500,104200,computer-science
1076,1,Franklin Pierce University,56500,103800,computer-science
1077,2,Winston-Salem State University,57700,103500,computer-science
1078,3,Bellevue University,60400,103300,computer-science
1079,4,Saint Peter's University,61200,103100,computer-science
1080,5,Lakeland University,58600,103000,computer-science
1081,6,Maryville University of Saint Louis,58000,103000,computer-science
1082,7,Columbia College (Missouri),63000,102900,computer-science
1083,8,Western Kentucky University,55000,102900,computer-science
1084,9,Pittsburg State University,51700,102800,computer-science
1085,10,Saginaw Valley State University,58300,102700,computer-science
1086,11,Marshall University,61300,102600,computer-science
1087,12,University of Wisconsin-Parkside,67000,102500,computer-science
1088,13,Keene State College,57300,102200,computer-science
1089,14,University of Northern Colorado,62000,102100,computer-science
1090,15,Barry University,57400,101900,computer-science
1091,16,King's College,54500,101800,computer-science
1092,17,Upper Iowa University,54800,101500,computer-science
1093,18,Montana Technological University,56800,101200,computer-science
1094,19,Fort Hays State University,59000,101000,computer-science
1095,20,Limestone University,54700,100800,computer-science
1096,21,SUNY Buffalo State,55200,100700,computer-science
1097,22,Missouri Southern State University,55300,100500,computer-science
1098,23,North Carolina Wesleyan College,53800,100200,computer-science
1099,24,University of Pittsburgh-Bradford,50100,100100,computer-science
1100,0,Colorado Christian University,64300,100100,computer-science
1101,1,Missouri Western State University,55000,99800,computer-science
1102,2,St Petersburg College,53200,99200,computer-science
1103,3,Ferrum College,44100,98500,computer-science
1104,4,Southern Nazarene University,56700,98500,computer-science
1105,5,Clarke University,51400,98400,computer-science
1106,6,Northeastern State University,55300,98200,computer-science
1107,7,Alabama State University,49300,97800,computer-science
1108,8,Southeastern Oklahoma State University,52900,97000,computer-science
1109,9,Siena Heights University,47900,96600,computer-science
1110,10,University of Southern Indiana,56700,96200,computer-science
1111,11,Arkansas State University,53800,96200,computer-science
1112,12,Indiana Wesleyan University-Marion,57400,95700,computer-science
1113,13,Middle Georgia State University,50200,94900,computer-science
1114,14,Mississippi College,52500,94800,computer-science
1115,15,Keiser University-Ft Lauderdale,51600,94400,computer-science
1116,16,Friends University,58600,94300,computer-science
1117,17,Davenport University,57300,94200,computer-science
1118,18,Northwestern State University of Louisiana,55100,93100,computer-science
1119,19,Chicago State University,52500,93000,computer-science
1120,20,Indiana University-Kokomo,50800,92500,computer-science
1121,21,Tennessee State University,57500,91200,computer-science
1122,22,Delta State University,51700,90300,computer-science
1123,23,Grambling State University,50300,89600,computer-science
1124,24,Gardner-Webb University,52500,87600,computer-science
1125,0,University of Pennsylvania,78000,174500,social-sciences
1126,1,Colgate University,75200,169800,social-sciences
1127,2,Yale University,80900,167800,social-sciences
1128,3,Massachusetts Institute of Technology,86200,166800,social-sciences
1129,4,United States Naval Academy,88900,163300,social-sciences
1130,5,Princeton University,76900,163200,social-sciences
1131,6,Cornell University,73600,163100,social-sciences
1132,7,Harvard University,81800,159600,social-sciences
1133,8,Williams College,76800,158000,social-sciences
1134,9,Washington and Lee University,72200,154000,social-sciences
1135,10,Santa Clara University,69900,153500,social-sciences
1136,11,Claremont McKenna College,74800,152600,social-sciences
1137,12,Stanford University,80900,151700,social-sciences
1138,13,Duke University,74100,151000,social-sciences
1139,14,United States Air Force Academy,76200,149700,social-sciences
1140,15,Bates College,65200,149500,social-sciences
1141,16,Bowdoin College,68500,149400,social-sciences
1142,17,Pomona College,75800,149300,social-sciences
1143,18,Brown University,74200,147800,social-sciences
1144,19,Georgetown University,70200,146300,social-sciences
1145,20,Wesleyan University,70100,145700,social-sciences
1146,21,Barnard College,66800,144200,social-sciences
1147,22,Columbia University in the City of New York,75800,144000,social-sciences
1148,23,Bucknell University,69000,143500,social-sciences
1149,24,Middlebury College,68900,143500,social-sciences
1150,0,University of California-Berkeley,71700,142400,social-sciences
1151,1,Bentley University,77700,142200,social-sciences
1152,2,Northwestern University,67900,141300,social-sciences
1153,3,Dartmouth College,74800,141200,social-sciences
1154,4,George Washington University,64000,140500,social-sciences
1155,5,Denison University,59200,138900,social-sciences
1156,6,Swarthmore College,69600,138700,social-sciences
1157,7,University of Notre Dame,67200,137800,social-sciences
1158,8,Trinity College,66300,137700,social-sciences
1159,9,Union College (New York),67900,137400,social-sciences
1160,10,Carnegie Mellon University,78100,137400,social-sciences
1161,11,Wabash College,70100,136000,social-sciences
1162,12,Davidson College,66000,135500,social-sciences
1163,13,Brandeis University,65500,134600,social-sciences
1164,14,Bryant University,66400,133600,social-sciences
1165,15,New York University,67700,133500,social-sciences
1166,16,Lafayette College,70900,132900,social-sciences
1167,17,Virginia Military Institute,68100,132800,social-sciences
1168,18,Carleton College,63300,132400,social-sciences
1169,19,United States Military Academy,80000,132200,social-sciences
1170,20,Johns Hopkins University,70500,131700,social-sciences
1171,21,Rensselaer Polytechnic Institute,69700,131400,social-sciences
1172,22,University of Virginia-Main Campus,67800,131400,social-sciences
1173,23,University of California-Los Angeles,63000,131300,social-sciences
1174,24,Tufts University,69900,131200,social-sciences
1175,0,Hamilton College,66100,131100,social-sciences
1176,1,University of Chicago,75000,130500,social-sciences
1177,2,University of California-Davis,64100,130300,social-sciences
1178,3,Fairfield University,60900,130000,social-sciences
1179,4,Connecticut College,63900,129500,social-sciences
1180,5,Ohio Wesleyan University,57200,129500,social-sciences
1181,6,University of Southern California,65300,128900,social-sciences
1182,7,Hampden-Sydney College,65200,128300,social-sciences
1183,8,Boston College,68500,128100,social-sciences
1184,9,University of California-San Diego,62400,127900,social-sciences
1185,10,Emory University,65600,127800,social-sciences
1186,11,Colby College,67300,127300,social-sciences
1187,12,Kalamazoo College,54000,127100,social-sciences
1188,13,Villanova University,64300,125900,social-sciences
1189,14,Boston University,63500,125700,social-sciences
1190,15,St Olaf College,63300,125600,social-sciences
1191,16,The University of the South,58900,125600,social-sciences
1192,17,Vanderbilt University,71900,125100,social-sciences
1193,18,University of Rochester,63400,124900,social-sciences
1194,19,University of California-Santa Barbara,60900,124600,social-sciences
1195,20,Georgia Institute of Technology-Main Campus,68500,124600,social-sciences
1196,21,DePauw University,64100,124600,social-sciences
1197,22,University of California-Irvine,58600,124200,social-sciences
1198,23,Wittenberg University,57500,123600,social-sciences
1199,24,Clarkson University,52500,123100,social-sciences
1200,0,Franklin and Marshall College,59000,123100,social-sciences
1201,1,Occidental College,61900,122800,social-sciences
1202,2,Saint Mary's College of California,58700,122800,social-sciences
1203,3,Rice University,72200,122200,social-sciences
1204,4,The Catholic University of America,59100,121800,social-sciences
1205,5,Baylor University,53400,121500,social-sciences
1206,6,California Polytechnic State University-San Luis Obispo,63500,121400,social-sciences
1207,7,Lehigh University,61800,121300,social-sciences
1208,8,Gettysburg College,63600,120700,social-sciences
1209,9,Muhlenberg College,59700,120500,social-sciences
1210,10,Reed College,59600,120400,social-sciences
1211,11,William & Mary,62300,119900,social-sciences
1212,12,University of Michigan-Ann Arbor,64900,119400,social-sciences
1213,13,Trinity University,55600,118900,social-sciences
1214,14,Wake Forest University,65700,118800,social-sciences
1215,15,Fordham University,61800,118800,social-sciences
1216,16,Washington University in St Louis,66400,118700,social-sciences
1217,17,Albion College,56200,118700,social-sciences
1218,18,St Lawrence University,59400,118600,social-sciences
1219,19,Rutgers University-New Brunswick,61500,118200,social-sciences
1220,20,College of the Holy Cross,67900,118000,social-sciences
1221,21,Hampton University,52600,118000,social-sciences
1222,22,Ursinus College,56700,117800,social-sciences
1223,23,Whitman College,61100,117700,social-sciences
1224,24,Colorado College,61900,117600,social-sciences
1225,0,Southern Methodist University,62300,117500,social-sciences
1226,1,University of California-Santa Cruz,58400,117400,social-sciences
1227,2,Wheaton College (Illinois),58900,117300,social-sciences
1228,3,Hobart William Smith Colleges,61000,116600,social-sciences
1229,4,University of Redlands,58000,116200,social-sciences
1230,5,University of San Francisco,61100,116200,social-sciences
1231,6,University of St Thomas (Minnesota),59700,116200,social-sciences
1232,7,University of Puget Sound,58700,115900,social-sciences
1233,8,University of Hartford,55300,115800,social-sciences
1234,9,University of Washington-Seattle Campus,60700,115800,social-sciences
1235,10,University of Connecticut,59100,115700,social-sciences
1236,11,American University,57000,115500,social-sciences
1237,12,Macalester College,57700,115500,social-sciences
1238,13,Willamette University,56400,115400,social-sciences
1239,14,Lawrence University,53100,115400,social-sciences
1240,15,University of Maryland-College Park,61700,114600,social-sciences
1241,16,Siena College,56100,114400,social-sciences
1242,17,Mount Holyoke College,59200,114300,social-sciences
1243,18,Grinnell College,58200,114100,social-sciences
1244,19,Westmont College,60200,114000,social-sciences
1245,20,Saint Anselm College,56800,114000,social-sciences
1246,21,Drew University,59200,114000,social-sciences
1247,22,Kenyon College,61900,114000,social-sciences
1248,23,Oberlin College,62200,114000,social-sciences
1249,24,Drexel University,64300,114000,social-sciences
1250,0,Furman University,56400,113900,social-sciences
1251,1,Manhattan College,58300,113800,social-sciences
1252,2,Saint Johns University,58800,113700,social-sciences
1253,3,Binghamton University,63200,113600,social-sciences
1254,4,Embry-Riddle Aeronautical University-Prescott,62300,113400,social-sciences
1255,5,Hartwick College,54900,113200,social-sciences
1256,6,Alma College,54100,113100,social-sciences
1257,7,Scripps College,61300,112700,social-sciences
1258,8,Virginia Polytechnic Institute and State University,60400,112700,social-sciences
1259,9,Butler University,55300,112500,social-sciences
1260,10,Rhodes College,53500,112300,social-sciences
1261,11,George Mason University,58000,112200,social-sciences
1262,12,Hampshire College,46700,112000,social-sciences
1263,13,San Jose State University,60500,111800,social-sciences
1264,14,Brigham Young University,57800,111800,social-sciences
1265,15,Wagner College,58900,111700,social-sciences
1266,16,John Carroll University,50300,111200,social-sciences
1267,17,University of Illinois Urbana-Champaign,59400,110900,social-sciences
1268,18,Pepperdine University,62000,110800,social-sciences
1269,19,DePaul University,55100,110800,social-sciences
1270,20,Texas A & M University-College Station,55800,110700,social-sciences
1271,21,Embry-Riddle Aeronautical University-Daytona Beach,59900,110600,social-sciences
1272,22,The College of New Jersey,60900,110400,social-sciences
1273,23,University of Oregon,54600,110100,social-sciences
1274,24,CUNY Brooklyn College,50400,110000,social-sciences
1275,0,Susquehanna University,55700,110000,social-sciences
1276,1,University of Dallas,57000,109900,social-sciences
1277,2,North Central College,50200,109900,social-sciences
1278,3,Providence College,61800,109800,social-sciences
1279,4,Tulane University of Louisiana,57500,109600,social-sciences
1280,5,Yeshiva University,62300,109600,social-sciences
1281,6,The University of Texas at Austin,59800,109500,social-sciences
1282,7,University of Colorado Boulder,57000,109200,social-sciences
1283,8,University of Richmond,61900,109200,social-sciences
1284,9,Lewis & Clark College,53300,109100,social-sciences
1285,10,Elon University,57000,109000,social-sciences
1286,11,Vassar College,58600,109000,social-sciences
1287,12,Morehouse College,56000,108900,social-sciences
1288,13,Clemson University,54100,108900,social-sciences
1289,14,University of Vermont,54100,108900,social-sciences
1290,15,University of Minnesota-Twin Cities,55900,108500,social-sciences
1291,16,Gonzaga University,56200,108500,social-sciences
1292,17,Skidmore College,54700,108400,social-sciences
1293,18,Smith College,57000,107800,social-sciences
1294,19,University of Portland,55900,107800,social-sciences
1295,20,University of San Diego,57600,107700,social-sciences
1296,21,University of Massachusetts-Amherst,57300,107600,social-sciences
1297,22,Dickinson College,59000,107600,social-sciences
1298,23,University of Utah,55500,107600,social-sciences
1299,24,University of Georgia,56500,107500,social-sciences
1300,0,Wheaton College (Massachusetts),54800,107500,social-sciences
1301,1,Texas Christian University,58900,107300,social-sciences
1302,2,Loyola Marymount University,58600,107200,social-sciences
1303,3,Stony Brook University,56000,106900,social-sciences
1304,4,Augustana University,50800,106800,social-sciences
1305,5,Miami University-Oxford,57800,106400,social-sciences
1306,6,University of the Pacific,57200,106300,social-sciences
1307,7,Syracuse University,59900,106000,social-sciences
1308,8,Marist College,53700,104700,social-sciences
1309,9,Citadel Military College of South Carolina,52700,104400,social-sciences
1310,10,Allegheny College,55600,104400,social-sciences
1311,11,St. Mary's University,55100,104200,social-sciences
1312,12,Duquesne University,54600,104100,social-sciences
1313,13,Saint Joseph's University,61300,104100,social-sciences
1314,14,SUNY College at Geneseo,52800,104100,social-sciences
1315,15,Wellesley College,65600,104100,social-sciences
1316,16,Iona College,56800,104000,social-sciences
1317,17,St Francis College,55000,104000,social-sciences
1318,18,Knox College,58600,103900,social-sciences
1319,19,Linfield University-McMinnville Campus,54200,103900,social-sciences
1320,20,University of North Carolina at Chapel Hill,59500,103800,social-sciences
1321,21,Notre Dame de Namur University,58100,103600,social-sciences
1322,22,University of Iowa,54200,103500,social-sciences
1323,23,University of Wisconsin-Madison,57900,103500,social-sciences
1324,24,Goucher College,51200,103400,social-sciences
1325,0,Austin College,58700,103400,social-sciences
1326,1,Case Western Reserve University,56900,103300,social-sciences
1327,2,St. John's University-New York,52000,103200,social-sciences
1328,3,The College of Wooster,49700,103100,social-sciences
1329,4,Stonehill College,56200,103000,social-sciences
1330,5,Oakland University,47700,102900,social-sciences
1331,6,Nichols College,63400,102400,social-sciences
1332,7,Hamline University,51500,102400,social-sciences
1333,8,University of Delaware,56700,102400,social-sciences
1334,9,Seton Hall University,59800,102300,social-sciences
1335,10,Lake Forest College,56300,102200,social-sciences
1336,11,University of Maryland-Baltimore County,54600,101900,social-sciences
1337,12,University of Missouri-Columbia,52900,101700,social-sciences
1338,13,Assumption University,57000,101400,social-sciences
1339,14,The University of Tampa,51700,101200,social-sciences
1340,15,California State University-Long Beach,52100,101100,social-sciences
1341,16,University of Denver,53300,100900,social-sciences
1342,17,University of New Hampshire-Main Campus,52900,100900,social-sciences
1343,18,Ithaca College,54900,100900,social-sciences
1344,19,Montclair State University,50000,100700,social-sciences
1345,20,Montana State University,49000,100700,social-sciences
1346,21,Hendrix College,49400,100700,social-sciences
1347,22,University of Idaho,51400,100700,social-sciences
1348,23,Loyola University Chicago,52700,100400,social-sciences
1349,24,Spring Hill College,49200,100400,social-sciences
1350,0,Chaminade University of Honolulu,46800,100300,social-sciences
1351,1,Valparaiso University,51400,100100,social-sciences
1352,2,James Madison University,59200,100000,social-sciences
1353,3,Lycoming College,48200,100000,social-sciences
1354,4,University of Nebraska-Lincoln,51100,100000,social-sciences
1355,5,University of St Thomas (Texas),47600,99900,social-sciences
1356,6,Rutgers University-Newark,54000,99900,social-sciences
1357,7,San Francisco State University,57400,99400,social-sciences
1358,8,University of California-Riverside,53200,99400,social-sciences
1359,9,St. Mary's College of Maryland,56900,99300,social-sciences
1360,10,SUNY at Albany,53100,99200,social-sciences
1361,11,Creighton University,60100,99200,social-sciences
1362,12,Cornell College,50500,99100,social-sciences
1363,13,Sacred Heart University,57000,99000,social-sciences
1364,14,Gordon College,51400,98700,social-sciences
1365,15,Saint Mary's College,50400,98600,social-sciences
1366,16,Seattle University,56700,98600,social-sciences
1367,17,Northeastern University,61900,98500,social-sciences
1368,18,Fairleigh Dickinson University-Florham Campus,49500,98400,social-sciences
1369,19,Fairleigh Dickinson University-Florham Campus,49500,98400,social-sciences
1370,20,Hastings College,50900,98200,social-sciences
1371,21,Lebanon Valley College,51500,98200,social-sciences
1372,22,York College of Pennsylvania,48300,98100,social-sciences
1373,23,Gustavus Adolphus College,52300,98000,social-sciences
1374,24,Howard University,57900,97900,social-sciences
1375,0,University of New Haven,50200,97600,social-sciences
1376,1,San Diego State University,54200,97400,social-sciences
1377,2,University of Florida,53500,97400,social-sciences
1378,3,Wofford College,48700,97400,social-sciences
1379,4,SUNY Cortland,48400,97300,social-sciences
1380,5,Indiana University-Bloomington,53000,97300,social-sciences
1381,6,Clark University,53700,97300,social-sciences
1382,7,Manhattanville College,52800,97000,social-sciences
1383,8,McDaniel College,52400,97000,social-sciences
1384,9,Concordia College at Moorhead,46200,96900,social-sciences
1385,10,University of Dayton,55600,96800,social-sciences
1386,11,Long Island University,50000,96600,social-sciences
1387,12,University of Kansas,52900,96500,social-sciences
1388,13,La Salle University,48800,96500,social-sciences
1389,14,Sonoma State University,53000,96300,social-sciences
1390,15,Marymount Manhattan College,61600,96300,social-sciences
1391,16,Pace University,59000,96300,social-sciences
1392,17,SUNY Oneonta,47600,96300,social-sciences
1393,18,Jacksonville University,52900,96100,social-sciences
1394,19,California State University-Chico,51600,96000,social-sciences
1395,20,California State University-Sacramento,51500,96000,social-sciences
1396,21,Canisius College,50400,96000,social-sciences
1397,22,Norwich University,53600,95900,social-sciences
1398,23,California State University-Fresno,46900,95800,social-sciences
1399,24,Houghton College,53400,95700,social-sciences
1400,0,Northern Illinois University,50000,95600,social-sciences
1401,1,Embry-Riddle Aeronautical University-Worldwide,55300,95600,social-sciences
1402,2,University of North Dakota,48700,95600,social-sciences
1403,3,Florida Institute of Technology,57100,95500,social-sciences
1404,4,Michigan State University,54800,95500,social-sciences
1405,5,Excelsior College,49800,95500,social-sciences
1406,6,Washington & Jefferson College,50600,95500,social-sciences
1407,7,SUNY at Purchase College,53500,95300,social-sciences
1408,8,Ohio Northern University,51100,95300,social-sciences
1409,9,North Carolina State University at Raleigh,50500,95200,social-sciences
1410,10,CUNY Hunter College,55000,95100,social-sciences
1411,11,Colorado State University-Fort Collins,51400,95000,social-sciences
1412,12,University at Buffalo,49800,95000,social-sciences
1413,13,University of Oklahoma-Norman Campus,51200,95000,social-sciences
1414,14,University of Massachusetts-Lowell,52600,94900,social-sciences
1415,15,Beloit College,50300,94900,social-sciences
1416,16,Pitzer College,57700,94800,social-sciences
1417,17,University of Pittsburgh-Pittsburgh Campus,54200,94700,social-sciences
1418,18,Washington State University,56000,94700,social-sciences
1419,19,University of Minnesota-Duluth,51700,94500,social-sciences
1420,20,Biola University,51300,94500,social-sciences
1421,21,Coe College,48700,94400,social-sciences
1422,22,Seattle Pacific University,55000,94400,social-sciences
1423,23,Arizona State University Campus Immersion,52400,94300,social-sciences
1424,24,California State Polytechnic University-Pomona,52700,94300,social-sciences
1425,0,The University of Alabama,50700,94200,social-sciences
1426,1,American International College,49900,94200,social-sciences
1427,2,Moravian College,53800,94200,social-sciences
1428,3,Hiram College,48800,94100,social-sciences
1429,4,Auburn University,49600,94000,social-sciences
1430,5,Bloomsburg University of Pennsylvania,47100,93900,social-sciences
1431,6,Western Washington University,55300,93800,social-sciences
1432,7,Ohio University-Main Campus,51400,93700,social-sciences
1433,8,Rider University,49800,93400,social-sciences
1434,9,University of Mary Washington,53700,93400,social-sciences
1435,10,Florida State University,50400,93300,social-sciences
1436,11,University of Illinois Chicago,51100,93300,social-sciences
1437,12,West Texas A & M University,41800,93300,social-sciences
1438,13,University of Massachusetts-Boston,53300,93300,social-sciences
1439,14,University of Arkansas,51500,93200,social-sciences
1440,15,California State University-Fullerton,51100,93100,social-sciences
1441,16,Muskingum University,44200,93100,social-sciences
1442,17,University of Minnesota-Morris,47100,93000,social-sciences
1443,18,Central Washington University,53000,92900,social-sciences
1444,19,California State University-East Bay,56200,92700,social-sciences
1445,20,Drake University,51800,92500,social-sciences
1446,21,Millsaps College,49900,92500,social-sciences
1447,22,CUNY Queens College,54100,92500,social-sciences
1448,23,Loyola University Maryland,59300,92500,social-sciences
1449,24,Lenoir-Rhyne University,39000,92300,social-sciences
1450,0,Sweet Briar College,50400,92300,social-sciences
1451,1,Louisiana State University and Agricultural & Mechanical College,48800,92100,social-sciences
1452,2,Hofstra University,54400,92100,social-sciences
1453,3,Marquette University,56900,92000,social-sciences
1454,4,University of Hawaii at Manoa,50400,92000,social-sciences
1455,5,Saint John Fisher College,47400,92000,social-sciences
1456,6,Rockhurst University,52800,91900,social-sciences
1457,7,Metropolitan State University of Denver,49200,91800,social-sciences
1458,8,CUNY City College,52400,91800,social-sciences
1459,9,Idaho State University,43400,91600,social-sciences
1460,10,Framingham State University,50800,91500,social-sciences
1461,11,George Fox University,51500,91500,social-sciences
1462,12,Saint Michael's College,50200,91300,social-sciences
1463,13,Roanoke College,53000,91300,social-sciences
1464,14,Purdue University-Main Campus,55400,91300,social-sciences
1465,15,California State University-Northridge,49600,90900,social-sciences
1466,16,Western Oregon University,43100,90900,social-sciences
1467,17,The University of Texas at Arlington,49800,90900,social-sciences
1468,18,Rollins College,52700,90800,social-sciences
1469,19,CUNY John Jay College of Criminal Justice,49500,90800,social-sciences
1470,20,CUNY Bernard M Baruch College,63600,90700,social-sciences
1471,21,California State University-Bakersfield,50000,90700,social-sciences
1472,22,University of Arizona,55900,90600,social-sciences
1473,23,Northwest Missouri State University,46900,90500,social-sciences
1474,24,Truman State University,46000,90400,social-sciences
1475,0,Shippensburg University of Pennsylvania,47100,90400,social-sciences
1476,1,Widener University,44900,90400,social-sciences
1477,2,Benedictine University,45800,90400,social-sciences
1478,3,Towson University,51300,90100,social-sciences
1479,4,University of Nevada-Reno,53100,90000,social-sciences
